DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,indice
CCR S.A.,02.846.056/0001-97,0.5986685971013628,3.8044161305309907,2.305561776330523,1.4425955207631291,1.1046179839667283,4.532775827546388,10.991684074670356,1.6696308464116851,2.2617095115499315,0.807791158588579,1.2165678303799583,LC
CEMIG GERACAO E TRANSMISSAO S.A.,06.981.176/0001-58,0.8646123460096411,1.076510499500345,0.534937630099332,0.8255371443930988,0.37355416558764054,0.7557824100513992,0.8977007806246229,1.0607168867290955,1.3823862572700476,1.0035951886325762,1.212516138069357,LC
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,1.9025294828520232,3.1956022171329095,2.495444808238278,2.524345631333539,1.7236785648695643,1.6672491907570977,0.9845641576970908,1.7338689526577673,1.6738437939382724,1.3653406056250323,1.4812292355738337,LC
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,8.822832980972516,1.4971139443977641,1.1900235651362507,1.6414509607154453,7.955097365406644,2.943625508532784,1.603590862238416,1.3983149952845018,1.4455928358871555,1.3074039827978876,1.5401909611712286,LC
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,,,,0.3899143318296569,0.7803692421890205,0.5084196083322938,0.3761403713311376,,,,,LC
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,0.8263503936553174,0.7009531810719952,0.693257790368272,0.9687843137254902,1.12534174553102,1.1241117373192846,1.1209667957292033,0.8126491646778043,1.0806545201346176,1.2796711311497149,2.319175515302936,LC
CIA CELG DE PARTICIPACOES - CELGPAR,08.560.444/0001-93,0.00134369306487869,2.518372008101409e-05,34.108820160366555,0.0036500328032807554,3.9829091616310848,16.07129000969932,60.084362139917694,44.670833333333334,1.4443355546844374,1.5460260826771655,34.99972546328071,LC
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,0.8704226442510973,1.334779281449972,0.3041841267300469,0.530502040220959,0.7666082671933099,1.0868711442326446,1.9734810953085065,3.6110017616858867,1.8677063508418896,1.101860984628411,1.1650893518028973,LC
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,6.422725174225603,5.910576426901946,5.558052533594501,2.8589593582413686,3.6127777232609284,5.084486443919451,3.4968681686370733,2.901510221484191,1.9844775461020376,3.1143701906129877,3.4160168071649752,LC
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,0.8451258081670352,0.7633806744616856,0.8343595599754394,0.7116401947583707,0.5536108271000376,0.6680904195571582,0.8686675848526584,0.8417354966899219,0.860117218990348,0.8918163597527123,0.8135809018567639,LC
CIA INDUSTRIAL CATAGUASES,19.526.748/0001-50,3.2610925689604398,2.629603647842862,2.5278572684689293,2.7411335828275583,2.143809609232517,2.0343566088754574,2.3196370967741937,2.19311502938707,2.1968722565892898,2.080688223079205,1.575099384667865,LC
CIA MELHORAMENTOS DE SAO PAULO,60.730.348/0001-66,0.07077825336391799,0.11089447166816205,0.6262210079466503,0.17841040396945873,0.41972419256112053,0.8024526373712758,1.1388578513155678,1.268741205065882,2.077054794520548,2.2455116105526534,0.46467188298667084,LC
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,4.72953434225844,0.4830844178901845,1.5406608579122494,1.7940336444202227,0.6528907620679373,0.9438534753928177,0.8150496417547887,1.0621105445883754,1.1788464734351478,1.8863821882190797,3.0223901225467613,LC
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,1.454002936185628,1.1804822262043901,1.1629533758589874,1.3722700155588483,1.5089420322210234,1.3394155432769033,1.3736424446195683,1.6464796217068227,1.4319749648260156,1.3363543692639943,1.2511657782690513,LC
CIA SIDERURGICA NACIONAL,33.042.730/0001-04,1.4711101677671048,0.7771122341146062,1.5439178454682778,2.0696793256766965,1.944560428621704,0.8328378004311257,0.7745965367524392,1.0536907273178833,1.3833653586193637,1.1258843381435766,1.0423765908506744,LC
CIA TECIDOS NORTE DE MINAS COTEMINAS,22.677.520/0001-76,0.46058697852243335,0.23941205291523762,0.11651020014866613,0.03706744761018511,0.021671087361974276,0.020644951140065145,0.034844133503199384,0.1286162939053248,0.2865448761028664,0.5625489565741039,0.5618518223259387,LC
CIA TECIDOS SANTANENSE,21.255.567/0001-89,4.058010916292325,2.295709919546946,1.937875549122246,1.5367720254442507,1.2798100996111437,1.1406844940910537,1.232762572828714,1.3592320013184527,1.0119864900289879,1.0710103953038794,0.7832818162438713,LC
CLEAR SALE S.A.,03.802.115/0001-98,,,,,,,,,1.377341550014284,6.256386619074309,5.350966257149626,LC
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,1.065843259636939,0.5203807232326092,1.5016157893331197,0.03502514123968749,0.28727804151184894,1.1353496953094426,0.4657944048127815,0.864197136707453,0.9864531609795361,1.6765009362938053,0.6252697377157022,LC
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,,,,,,,,,1.6991849486011483,2.0610710554331684,1.8339362904799756,LC
CONSERVAS ODERICH S.A.,97.191.902/0001-94,1.379234229761623,1.490698632862462,1.1913697093524027,1.1757858345084837,1.4877965039935428,1.5253984384044454,1.7964530377972334,1.9706469079509832,2.0779301098112533,1.608221983888266,2.5108733737546083,LC
CONSTRUTORA ADOLPHO LINDENBERG S.A.,61.022.042/0001-18,0.30800309464454567,0.18065235572902147,1.408660351826793,0.4477715877437326,0.8380952380952381,0.7915322580645161,0.47447243022464264,0.01592356687898089,1.296,0.17391304347826086,0.500720115218435,LC
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,1.233271455850749,0.538238195768521,0.37697747722105335,0.6793126358623615,0.6460851159593944,1.7165201248929527,2.946862864553939,6.301797043434212,1.536039687086648,1.5503048069555947,0.5927746326928413,LC
COSAN S.A.,50.746.577/0001-15,2.4910477403882187,0.37724018892839184,0.31083049504102134,1.0099088302697516,3.992196938440869,2.2707816769793228,2.238250063064481,2.3407417345817985,4.4451081779482715,1.9239749855711823,1.0876040293727038,LC
CPFL ENERGIA S.A.,02.429.144/0001-93,2.94584443533511,37.19822683533355,1.3389653101111105,1.4881504058976984,3.09286621962425,0.9064223927955446,1.5047593059580715,1.2312747987334456,1.7252872073275494,1.7304890902512309,0.8560096569682218,LC
CPFL ENERGIAS RENOVÁVEIS S.A.,08.439.659/0001-50,0.7409960175071961,0.8419463139649276,0.5755208612717383,0.18156380386102355,0.3567440491582886,0.4349501281855714,0.5752758048442213,0.34942313946733694,0.2396441358359553,0.3663659571154272,0.6202077685922583,LC
CPFL GERACAO DE ENERGIA S.A.,03.953.509/0001-47,3.6545272962790833,4.9112641652985225,1.3269376195182185,1.641447651874192,0.8410740880917389,0.826316193956424,0.4537837931936448,0.6940952053874065,1.0656980137853505,1.2822577305356158,0.30441706790521056,LC
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,0.3223373973589778,0.47738583076338137,6.046351246745326,4.141080765360337,LC
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,1.1830796392877678,1.4321785039079762,1.9563508572497785,2.0692070725977527,LC
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,5.148328258267812,3.853097491132349,2.303799985960643,3.2563514102770066,2.894422779203982,3.3442763710767656,3.6788387188309155,LC
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2.1007294772629748,2.165506106006214,3.1344498439353976,1.5835341038580497,2.4186270308743745,3.0867561661645744,4.598906126445005,1.837500978484523,3.8783166986548734,2.572432947341238,3.179697838233332,LC
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,0.5715317193229192,0.8320576764916563,1.5344726779077817,0.8064589379220768,LC
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,1.0924667826131438,1.0610297142185572,1.0956378248105203,1.1894487850756237,1.1266724396868208,1.3469996178729344,1.2664476041477077,1.0450979408626713,0.8795269579008108,0.8222844741274232,0.5070250241188364,LC
CVLB BRASIL S.A.,16.233.389/0001-55,,,,,,,,1.4350580006684546,1.3444285867033616,1.0043783641713482,1.0100924901350816,LC
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,0.28031807744310455,0.34749463782722173,0.33208846115113066,1.6417005673734597,1.3952277552692949,1.0837725559236808,1.5796211490424645,0.726161746969537,0.7135454253786307,1.1794322487107727,0.9395321129026865,LC
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,,16.390937361172814,4.891081417029211,14.469767441860466,LC
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,1.1073186706386935,4.204314525110948,1.6438116905669116,LC
DEXCO S.A.,97.837.181/0001-47,,,,,,1.6583521144780482,1.134440512052747,1.327995482387207,1.453446570419313,1.5929497374229777,1.4530719006369681,LC
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2.120210908672324,1.866655823376954,1.6634445443773467,1.612339098898801,1.4813770773772685,0.899649056541931,1.3166057580889563,1.2604573627943798,1.1740511373427538,1.0582839331139566,1.2295402305615788,LC
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,1.7017497408373086,1.5583073027233578,1.6849416810502642,1.601593101655786,1.4822061094705246,1.6548301273863861,1.4420650465872025,1.5916475954605305,1.9614800100518146,1.6482867524032987,1.484821286577608,LC
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,0.9271504339440695,1.240527667639211,1.667782886845262,1.6664330167376795,2.0719402550284025,1.8956103545140988,1.381966942489837,2.1744459022128924,2.740196384580688,4.55639633849352,2.0895746685269057,LC
DOTZ S.A.,18.174.270/0001-84,,,,,,,,0.0,0.025372640789540622,5.74936190644664,2.1858298452133993,LC
DURATEX S.A.,97.837.181/0001-47,1.7468401787982768,1.8479138775690347,1.6909906450993646,2.4646158555904742,1.8536055428560745,,,,,,,LC
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,08.873.873/0001-10,8.019825812945863,11.893930503944194,10.156889748139516,1.1083393230393008,1.2630058444510985,2.003619625147364,1.6396755001228132,0.9534442181250198,0.8165985578227801,0.7738641450313339,0.1954810885376505,LC
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,0.7820133078662066,0.663133848479016,0.12488693075483469,1.8527742440551913,1.0272379366163578,0.21245170862805846,1.3062554718762749,0.12115414665580676,0.06891787619364224,0.26259416767453925,2.380607296588335,LC
EDP - ENERGIAS DO BRASIL S.A.,03.983.431/0001-03,2.2465932246561384,1.5814600385570377,0.6668534071810629,1.0009385199203662,1.7901900336252181,2.3699965493443753,2.083549272251998,2.8109006634005786,1.8834540744180157,2.6887809110790633,1.9243231865837633,LC
ELECTRO ACO ALTONA S.A.,82.643.537/0001-34,1.5967226061204343,1.8075057546859585,1.7449914407720235,2.1472986968153966,1.6957693459383154,0.9670718508034302,0.9687190825640717,1.0641889550997783,1.2036132369400163,1.17014930610383,0.9557081306462821,LC
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,1.022339292719834,0.4503914673712432,2.3193252331586964,0.4564722772174598,LC
ELETRORIVER S.A.,01.968.293/0001-68,,,,,,,,,,0.5541983901558118,0.1208911537408663,LC
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,02.302.101/0001-42,2.808384233300405,2.514728154700498,2.5632545722596327,2.8314528304949915,2.4654794048371347,2.894408956504074,3.0846694774419894,4.919319327731093,1.986693109496777,3.9553930530164534,8.217100301659125,LC
EMBRAER S.A.,07.689.002/0001-89,1.7050443652852394,1.85926479487665,2.093933320867975,1.9504055601228216,1.8521049444538482,2.134779853755396,2.126496927284111,1.2737898887467052,2.350650848899432,1.9406676672231757,1.1833033170202705,LC
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,1.6118469048872113,1.8062234815630933,1.8223882898892336,1.6936509685861683,1.2507695200038338,1.4257419825667317,1.1864655642100495,1.2977225303696076,1.6660799672224695,1.6028332159063114,1.3652026867319573,LC
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,17.877094972067038,21.235023041474655,42.758620689655174,17.416216216216217,17.851612903225806,8.000657166574433,127.1914191419142,6.707052441229656,1.4646457104457553,4.6031711237761215,3.6219920804142554,LC
ENERGISA S.A.,00.864.214/0001-06,2.9177774131590883,3.5539668700959024,0.7156173706604277,0.9224267916598439,3.2887948934346074,1.782576095445277,1.4647341773847353,0.5819217915899321,0.21131858449102775,0.5960069430277709,1.7890502866076081,LC
ENEVA S.A,04.423.567/0001-21,0.24726445148636922,0.08939247219954304,0.17339652859712795,5.935470030462951,4.2701393728223,13.641521314778666,3.474512409099668,4.176795542912928,3.0379000513434877,3.5938460175588287,1.1201049478107061,LC
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,1.0092710173518207,1.0114950088763424,1.8905613013287395,1.3094684042401386,1.7799467560605573,0.7389643440256055,0.6895450114500511,0.9417801451942139,0.9833359630950613,1.167122049697168,0.9373615949107778,LC
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,0.9153074379238831,17.8581650276691,10.622447167465815,8.316359570453539,LC
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,09.527.023/0001-23,,,,,,,,,0.0745,0.4055933242077651,4.196345808469961,LC
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2.7551917480292873,18.322412570243877,2.196946555558271,1.628847139362412,3.5877191512653384,2.574128991425842,0.8989051999277089,1.7496753573381962,1.6443355119825709,5.071678153690261,1.254933637613535,LC
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,0.4008777820414428,0.1477085017397111,0.05214985590778098,0.18787789047654302,0.4893774654091828,0.040273275168077285,0.019385699899295065,0.04384015076469593,0.42640291552590065,0.981541673762226,0.6475767353908892,LC
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,0.7205722014436148,0.18198938336413178,0.23566743856743397,0.3829818810819663,0.28934370330254433,0.2964289212190776,0.8795941569699631,0.8341931200494215,1.2011482482728488,1.814641406916085,2.653952359277803,LC
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,0.42205039677518486,0.34802525801438955,0.40763701298044336,0.7300732166363864,0.9840384224055948,0.5653501701483664,0.5398187530862129,8.680363228666256,3.8487085291186105,3.7959311853418716,14.432491906110887,LC
FLEURY S.A.,60.840.055/0001-31,2.7245016082487865,4.058088737992329,3.834137386977365,2.6989852004397146,2.2674510863557646,1.9832630633503234,2.305517321159427,2.0150852162912463,1.7087139671892033,1.4306103701529524,1.9264493223739758,LC
FOZ DO RIO CLARO ENERGIA S.A.,07.823.262/0001-03,,,,,,,,,,18.316860465116278,4.559918856727625,LC
FRAS-LE S.A.,88.610.126/0001-29,1.6170195947913633,3.2375955424240477,2.8057021406201375,2.22551483369891,3.8893749585736064,2.3362321491257827,2.3707912509561853,2.391900501107762,1.7792689073577772,1.9494520150242238,3.0943093921487193,LC
GAFISA S.A.,01.545.826/0001-07,1.2824589285881351,1.720081192779887,1.2557655211143108,1.132637601258416,0.8573206588961103,0.6900705785607859,0.7516780109531673,1.078962534159603,1.1013786359146767,1.319270618559729,0.7877802572945596,LC
GERDAU S.A.,33.611.500/0001-19,1.244060834517972,1.2052385979511904,5.299842673295365,1.4427789034445402,1.739566432305751,2.01412310929495,2.3847696996252674,5.987753867298083,1.6917691008176625,1.3251040143584927,2.452769809017647,LC
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,0.5505050505050505,15.127737592927467,15.514177271712436,LC
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,9.223963589183846,4.294262778892692,9.523935628437563,5.026443279643012,0.4675672888522223,7.642458663798898,5.395498349216129,0.8015590057126909,0.6724291184726577,0.7159437668346026,0.16780167309675695,LC
GRAZZIOTIN S.A.,92.012.467/0001-70,2.1991560345413808,2.164531259975755,2.3500603426231965,2.935440987071456,2.3783237971729436,2.3363450361148863,2.132093150478935,1.9158516208649095,2.2592703114490473,2.28548513814325,2.3125404817625226,LC
GRENDENE S.A.,89.850.341/0001-60,6.503932021358271,7.556151248312604,8.129655153714408,5.9223169074966036,9.52062869900295,8.78209119094703,8.067060655093952,9.539326742767674,9.9290465562424,8.608859774773869,7.514480060647301,LC
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,0.9757677777313092,3.8958019685128726,2.3812605682627423,2.5965533437893993,LC
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,inf,2119.958286358512,106.52545276554088,13.776910120961569,LC
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,4.702467514190552,3.408600745049343,3.1523620577237086,2.6780552808727336,3.2422503475717916,3.518110601959786,2.5108339638677846,3.7963056420339725,4.864548748836982,1.69899152749672,1.8621443671809177,LC
HAGA S.A. INDUSTRIA E COMERCIO,30.540.991/0001-66,1.1017760692299403,1.0437181415360448,0.9998852650051395,1.5227429613396415,1.7661290686282496,1.7707414274089779,1.9218320486030258,1.8331342815070941,1.7060318734310764,1.6065786447544752,1.5788107056067042,LC
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,1.0413463284702464,0.436100580270793,0.2700823833479485,0.10606132999512648,0.11434645609506093,0.3432987891116233,0.15688878173624377,0.42384246350608895,0.31172933055258367,0.2289825990050331,0.06403588290840416,LC
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,12.910161249040184,6.039854378233378,8.354863813229573,6.977167804094741,5.044766727594163,0.734501430637172,4.55949667846579,1.6218025182239895,0.9895209098524389,2.8394094057601165,1.407313326000803,LC
HMOBI PARTICIPAÇÕES S.A.,40.159.947/0001-64,,,,,,,,,3.0994681312686745,0.15,0.002282578030827627,LC
HYPERA S.A.,02.932.074/0001-91,2.1311469933098337,1.5708230489127442,1.6218925737001424,2.864882425485102,3.1439142944330616,2.0489428514419754,2.838065685098494,3.072207853863709,3.18672724241033,1.9941466432180095,1.4336893761133482,LC
IGUA SANEAMENTO S.A.,08.159.965/0001-33,5.209728183118741,3.237723977568048,1.928973164068777,1.0156729591755593,0.22564397936575337,1.182393320565514,0.9179463117784223,2.0131691732252786,1.1889481559126605,1.738066619315595,5.648661193731001,LC
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,51.218.147/0001-93,2.91583689254372,3.6156880138125485,1.4912547848399444,0.9425034114168751,1.4146342213934482,1.4087236634603169,2.6953941332214852,2.8751134366974958,1.9207333283871846,6.955479129369641,0.8872534739850922,LC
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,1.6909270171737785,1.737698358404304,1.8965256609642303,2.954111713461175,2.229530081082292,2.207396335261054,,,,,,LC
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,,,,,,,,,0.0,0.6674023238330592,0.7875632338608624,LC
INTER CONSTRUTORA E INCORPORADORA S.A.,09.611.768/0001-76,,,,,3.7460587640044114,6.332060443714825,2.5177088973109547,1.5272695780197891,0.5810010974052063,0.4391382294757666,0.6690442995277716,LC
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,0.6899518772314993,1.3184948830693801,0.7887412723041117,10.751016405499826,0.7903691348176083,1.1377290666398532,0.9289019285600049,3.7816649323621228,5.052843677812063,1.1342667969173994,0.7611558145126288,LC
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,34.916502033701335,3.6727281003208994,2.6412998765939943,8.99041797455807,20.77631307929969,0.7875786473464297,0.5272270487367192,10.088546625595072,1.087174020523069,15.848404612521346,2.440542836745176,LC
IOCHPE MAXION S.A.,61.156.113/0001-75,1.4858410896274217,1.5665489444129215,1.0037292777961495,0.5032183026732234,0.6097109244967995,1.0264503123163644,1.0786676017804195,1.759642722655791,1.0100974160493263,1.0630028402224188,1.9555513873258028,LC
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,1.1047260653016049,0.970066750104297,1.128289627039627,0.8368927665905859,0.8963423728884772,1.0934659643772073,0.8081161448312052,1.0939408141989855,2.6196462052093423,2.6030107371670312,2.4513128282070515,LC
IRB - BRASIL RESSEGUROS S.A.,33.376.989/0001-91,,,,,0.7649705418760976,0.8500119760380085,0.965947750457967,0.8618235151612738,0.9228603327729019,0.8086961388356695,0.7892119959022681,LC
JALLES MACHADO S.A.,02.635.522/0001-95,,,,,,,,,2.109649707937355,2.491467446699777,2.569980250335433,LC
JBS S.A.,02.916.265/0001-60,1.3529285908701276,1.4104076892526836,1.3437017181027888,0.9167695609846809,0.6514333488468633,0.5632453478047136,1.2555173756686657,1.1093776344372828,1.1381217269232669,0.7623500786816931,0.9752769714142114,LC
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2.970351137487636,8.564333382767314,1.4096459096459097,0.8729999958060201,1.3827855680689192,2.148019901835541,0.5000474158368895,0.5343848806027327,0.5647536270683188,0.6861271646658837,1.1080060616265364,LC
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,87.456.562/0001-22,1.99223321012263,1.6303835473486858,1.9145602846532248,1.4865289162665114,1.706162792489134,1.9944927088083388,2.110810583001639,1.9348571606519345,1.6436770418808169,2.066635450900079,1.6356735976794012,LC
JSL S.A.,52.548.435/0001-79,1.0513265759993873,1.4321294345249098,1.8300263117806101,2.1517034097115544,1.1992023744995874,1.3822563559823433,1.4264555604776192,1.9016955821949568,2.0735361840257887,2.6988089669805246,1.5668240908889577,LC
KARSTEN S.A.,82.640.558/0001-04,1.286281405897403,1.0935332555252417,0.6035034006430635,0.4134537268278539,0.3679126058492052,0.4019998975018036,0.3920698578725595,1.945709294655736,1.7310244583919712,1.8075985086684594,1.643469528746003,LC
KEPLER WEBER S.A.,91.983.056/0001-69,0.4945707934336525,0.219380103316114,1.7162044187764423,4.7024078254326565,3.1814829192546585,17.16874541452678,5.1256900212314225,4.800104794341106,1.2522431259044862,1.2173062332787605,0.8968358757927993,LC
KLABIN S.A.,89.637.490/0001-45,2.3979550659396907,2.5640723905976452,2.775328447636757,2.5587838702849868,2.3115466089101284,3.0878376326770365,2.825443508585181,4.1645398984999025,2.891949116157684,2.3761102384588457,1.7940816874590313,LC
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,18.138850574712645,32.86575689040518,5.85086609272897,15.929788519637462,LC
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,1.8657441227111256,1.406837392373267,1.247010519027662,1.391796778479932,1.085834971648022,1.5303361188595936,0.9257942770326042,1.0804533935625418,1.1287266032287662,1.3784813189519236,1.0101939773565547,LC
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,,,,,,,0.44220323024552766,0.4386321353230113,3.0474016491378166,10.20481354706036,4.680477729150477,LC
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,1.1793238741406042,1.2808459250095727,0.9997256441251171,0.2098011071917816,1.1077365250146873,1.1470000889341645,0.9744756562146775,3.1333244960932034,2.5348371354593984,1.7829219640846627,1.4818437384390462,LC
LOJAS RENNER S.A.,92.754.738/0001-62,1.6217289058171505,1.6155842008259562,1.5209989447766443,1.393167555596302,1.200133019889194,1.4256958503798949,1.4169807180117717,1.3264085003723336,1.6060302538301143,1.950020294277755,2.382174298550767,LC
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2.3502239304006625,2.0103053468704073,2.3772596668372805,2.4307474069787895,2.8742402140300722,4.322473985696369,1.8815064108647377,2.010176329661459,2.367152373786497,3.353297721127438,2.047590012473474,LC
MAGAZINE LUIZA S.A.,47.960.950/0001-21,1.1997191360041013,1.1513551903110066,1.193126712826567,1.160807886107586,1.0592470749825298,1.2658483392659916,1.1831418378506027,1.6877612264373858,1.285550111755559,1.7437249399902903,1.5229413378446344,LC
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,1.7295453579473812,3.0390185496265056,2.040054312453711,2.036580816578228,2.477321705729312,2.492050883723657,2.0229203889703866,1.806228078674547,1.496677898611234,1.8210923636184801,1.6493845806833962,LC
MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,0.9883140604735487,0.3092943039853525,1.8701231281198003,1.4220669718140206,1.6608065269831647,1.6591107712475421,1.5064297036562706,2.024109256194885,1.9967666052079454,1.8129151957762877,1.6537821761330735,LC
MANUFATURA DE BRINQUEDOS ESTRELA S.A.,61.082.004/0001-50,0.08665841083704003,0.08772828288048713,0.08828800833335157,0.07965506395470749,0.0663955583272702,0.06499080561025664,0.04105127316561889,0.03460076346134088,0.06456036911177256,0.07059134721810548,0.0498828243601701,LC
MARCOPOLO S.A.,88.611.835/0001-29,1.4770485926256676,2.8996137284251895,3.6108179997039933,2.0412749284830203,2.334213681623953,1.9083569354237828,1.770485718728941,2.119184547898859,2.1800715995923436,1.7448560107474622,1.8893801316526635,LC
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,1.4274902651729389,2.1726875843329805,1.6249506677737744,2.0869555513596345,0.8030504216288304,1.6635621358472858,0.8638314343007943,0.9588687844643617,0.3951179820577524,0.9053203702275571,0.8306296166460876,LC
MARISA LOJAS S.A.,61.189.288/0001-89,2.1063435768961414,1.86349280228731,1.84088467227341,1.8361709224538645,1.6179109544245611,1.048559485420136,1.0159004407937828,1.1859767637161496,0.9046383786740286,0.8299010143728357,0.8552620903312123,LC
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,,,,,,,,0.15676830414099358,17.898333548637126,6.80496184280927,3.12542600756652,LC
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,1.6351447733927276,0.9721033264375812,0.8600841097048112,0.42139636866759295,0.5792560264584541,0.44804827175208584,0.44182206610533464,0.5500373572152076,0.6656939884685356,0.37590199952211945,0.3891702369063032,LC
METALURGICA GERDAU S.A.,92.690.783/0001-09,0.049148461705444714,0.6052335284394439,0.1959892792189145,0.538698185450308,0.6624042783663822,12.049488847583643,0.2088479560780902,3.3353084236126467,6.823775616003903,189.5585244738709,32.40411659422143,LC
METALURGICA RIOSULENSE S.A.,85.778.074/0001-06,0.3855906587718935,0.3462196563956319,0.5209021931192184,0.25519962596696044,0.20025315634026808,0.44590800397646363,0.3842576690358549,0.48242690367862306,0.4523740253694868,1.6675356003423858,2.171993184810388,LC
METISA METALURGICA TIMBOENSE S.A.,86.375.425/0001-09,2.578402390998213,7.308385966873475,6.919910314633365,2.1053201246015054,2.338931073406228,4.292327626010049,4.8228530066808375,3.771940143127765,4.070961501570624,2.5698767750009424,3.1417571997553306,LC
MINERVA S.A.,67.620.377/0001-14,2.3744752406355096,1.9839557106106271,1.7091214898439817,1.52176909605216,1.6718763889522532,1.5297731831698083,1.222041802481158,1.2648760334133766,1.5157366607479008,1.406889287877713,1.342128220378508,LC
MINUPAR PARTICIPACOES S.A.,90.076.886/0001-40,12.887336244541485,11.121565934065934,14.190993788819876,0.007518796992481203,0.006369426751592357,0.0064794816414686825,0.004424778761061947,0.004415011037527594,0.0044742729306487695,0.0014104372355430183,3.7526804860614726,LC
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,,,,,,,0.1046377431075016,0.21528228033523042,15.18366119366409,4.685070056602023,1.9409682102331645,LC
MOBLY S.A.,31.553.627/0001-01,,,,,,,,inf,0.6184679334916865,50.04399659381209,12.857550535077289,LC
