DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,indice
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,0.06879446622829138,0.1427026924039397,0.1750053384475035,-0.04463849424009578,0.061055113169301956,0.17841521683374711,0.14597792106159396,0.10680740755358627,0.19211063958711677,0.3618924821158355,0.09290765820853783,ME
VALE S.A.,33.592.510/0001-54,0.3630174508699159,0.5711824728439652,0.33402565623269925,-0.454443370833889,0.45735685445067364,0.5914168225074324,0.5809616519604525,0.10790798230526671,0.46902838067947,0.6996624399729225,0.8218853791251501,ME
VALID SOLUÇÕES S.A.,33.113.309/0001-47,0.26342544751491714,0.21373951343333997,0.25982735283817165,0.2636350070879654,0.18423642807200752,0.14464443995092263,0.20484955777895478,0.15499135215003865,-0.2284322159954331,0.1604235171413773,0.2888609208356769,ME
VESTE S.A. ESTILO,49.669.856/0001-43,,,,,,,,0.06150406927829146,-1.7723119123828106,-0.5994369104514078,0.35959913612747185,ME
VITTIA S.A.,45.365.558/0001-09,,,,,,,,0.16981146176919015,0.21593748463726856,0.2123031733389839,0.2456308898255414,ME
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,-26.21354355881712,-20.616130988477867,698.3817204301075,511.3217993079585,-124.42649272453588,-34534.75,,,,,,ME
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,,,,,,,-1276.5114503816794,-480.2725,-115.3662297609869,-11.907762557077625,-2.4930312438073847,ME
VULCABRAS S.A.,50.926.955/0001-42,-inf,-inf,-inf,-inf,inf,inf,inf,inf,inf,inf,inf,ME
WEG S.A.,84.429.695/0001-11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ME
WETZEL S.A.,84.683.671/0001-94,,,,,,,-0.07741294264889936,-0.050696646273389004,0.3489307006508779,0.09215187592403747,0.0612748443813476,ME
WETZEL S.A. EM RECUPERAÇÃO JUDICIAL,84.683.671/0001-94,0.08281419071531375,0.11487033946926994,-0.14863752766603455,-0.2822208013921205,0.05431861330966294,-0.08874503384797611,,,,,,ME
WHIRLPOOL S.A.,59.105.999/0001-86,0.1403030790255183,0.1593648900417682,0.1590290741572048,0.07351930046926146,0.07131188272611637,0.07940320980971519,0.07429898158122873,0.1298965934463446,0.16009494388320036,0.14109855758152967,0.10162798355950046,ME
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,33.228.024/0001-51,inf,inf,inf,-inf,-inf,-inf,inf,0.08388951437851026,0.0813175964213535,0.07612524333714525,0.0801060771943748,ME
XP INVESTIMENTOS S.A.,16.838.421/0001-26,,,,,,,,,,16.38056460369164,0.3411486689989111,ME
YBYRÁ CAPITAL S.A.,02.217.319/0001-07,,,,,,,,-inf,-inf,-inf,-inf,ME
YBYRÁ S.A.,02.217.319/0001-07,-inf,-inf,-inf,-inf,-inf,-inf,-inf,,,,,ME
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ME
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,,,,,,,,,,inf,inf,ML
AES BRASIL OPERAÇÕES S.A.,00.194.724/0001-13,,,,,,,,,-inf,0.24102300055624828,0.050869612271411416,ML
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,,,,,,,,inf,inf,inf,inf,ML
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,,,,,,,,0.3848842085643726,-1.0382955138931818,-0.03725436952360768,-1.2534526206904142,ML
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,,,,,,,,0.027846843743038634,0.03551792569974943,0.0513661443696767,0.01596095889003988,ML
ALMEIDA JUNIOR SHOPPING CENTERS S.A.,82.120.676/0001-83,,,,,,,,,0.003895460018414902,1.226093181411442,3.7883801752795407,ML
ALPARGATAS S.A.,61.079.117/0001-05,0.12398074993424194,0.12284717956846505,0.10601648500315797,0.10553889894830837,0.13341084364600542,0.14558804204861414,0.1205269283250516,0.09129325984265606,0.05443933253910685,0.22200002446607617,0.034872750721646764,ML
ALPHAVILLE S.A.,16.811.931/0001-00,,,,,,,,-inf,-inf,-inf,-inf,ML
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,inf,inf,inf,4.565214544502161,4.991921365819186,2.0891446683040478,5.093158622506091,4.004840262345818,8.639680123255259,8.9759868023981,5.406143867022185,ML
AMBEV S.A.,07.526.557/0001-00,inf,inf,0.6028261027165094,0.5619844696004178,0.6080494643042255,0.3374066047585123,0.47491447843519446,0.4431003318297217,0.40408588809349727,0.39167994397333616,0.37558519810248975,ML
ANEMUS WIND HOLDING S.A.,38.482.780/0001-26,,,,,,,,,,-inf,-inf,ML
ANIMA HOLDING S.A.,09.288.252/0001-32,1.6918370285056148,16.97345132743363,61.736053912392364,27.69758412424504,8.275109170305678,34.30781627719581,1.6624815361890695,-inf,-5.800479751657965,-28.629980404964076,-12.99402719532342,ML
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,0.12730381212325895,0.13036377572077118,0.1227264712221054,0.12382910645766157,0.11419444783092587,0.14430541516650194,0.11942132846641997,0.12587737787746173,0.043642138773808965,0.20066400923475028,0.13102220450753724,ML
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,,,,,,,,0.1493140417766481,0.15753769295739214,0.17594351771889158,0.1797457054068145,ML
ASA BRANCA HOLDING S.A.,09.359.927/0001-97,,,,,,,,,,-inf,inf,ML
ATACADÃO S.A.,75.315.333/0001-09,,,,,0.040765304350845515,0.05135864328386972,0.04827265325113412,0.02639189224396217,0.05655064363143632,0.05843866171003718,0.02692700752531665,ML
ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,00.359.742/0001-08,-inf,-inf,-inf,-inf,-inf,inf,inf,inf,inf,inf,inf,ML
AURA ALMAS MINERAÇÃO S.A.,08.213.823/0001-07,,,,,,,,,-inf,inf,inf,ML
AUREN ENERGIA S.A.,28.594.234/0001-23,,,,,,,,,,inf,inf,ML
AZEVEDO E TRAVASSOS S.A.,61.351.532/0001-68,0.552984089051003,0.21558332163414293,0.12509503686546317,0.04559604468046145,-9.613878143133462,-5.719932088285229,-6.477480100951271,-52.16326530612245,-223.44848484848484,1418.9253731343283,-478.874251497006,ML
AZUL S.A.,09.305.994/0001-29,,,,,-inf,inf,inf,-inf,-inf,-inf,-inf,ML
"B3 S.A. - BRASIL, BOLSA, BALCÃO",09.346.601/0001-25,0.5279484027974695,0.5154435370103478,0.4897116020770264,1.0132378422298762,0.6353259582737915,0.39787446683642774,0.4398902088876011,0.42099680797220534,0.4533865506699355,0.4706627107998258,0.43837010260792464,ML
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,-inf,-inf,inf,-inf,inf,-inf,-8.170542635658915,-inf,-inf,-inf,-inf,ML
BAUMER S.A.,61.374.161/0001-30,0.10289255268899436,0.14504547127161857,0.12090622933996428,0.15901305873797153,0.04321445495189237,0.022622870395147623,0.05817427641508465,0.052909059748145366,0.1273906902842347,0.1549997738682104,0.05441214589890761,ML
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,,,,,,,,0.23570051621750998,0.24588133283785457,0.5074792728840157,0.5043351153181933,ML
BIOMM S.A.,04.752.991/0001-10,-inf,-39.60236220472441,-inf,11.087014725568942,-inf,-370.1747572815534,-27.178799489144318,-6.240161001788909,-1.206228267539374,-0.749472406387151,-0.8819006421861005,ML
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,,,,,,0.1707626431052811,0.15987200174330823,0.2097367685090043,0.21970797749101142,0.2424970435555476,0.26865541428257733,ML
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,,,,,,,,0.06593602247324379,0.11929314812454866,0.12239260161480596,0.096378335122386,ML
BOMBRIL S.A.,50.564.053/0001-03,-0.024182731196110852,-0.1342537555387442,-0.05004943670013508,-0.3513631414893141,0.054305015684356465,0.116235524862638,0.06701988551430212,-0.038256204219549624,0.034653405237385713,0.05873156463886838,0.015350263054147011,ML
BR MALLS PARTICIPACOES S.A.,06.977.745/0001-91,20.085264614320305,6.414138555580711,4.304056614581956,0.044921512598805065,2.2208458425792976,-2.6482408383580047,3.473067201852144,3.5521752141014864,-1.0139212817929646,0.0,1.3207464527358024,ML
BR PROPERTIES S.A.,06.977.751/0001-49,41.56923655252546,0.6508998171494562,1.8223346405408944,-5.384380749830347,0.19447965265230172,0.8099983333187133,0.04023876074599521,0.9073244082831615,0.6987858338245557,0.10263018704620859,-5.398554705359073,ML
BRADESPAR S.A.,03.847.461/0001-92,inf,-inf,inf,-inf,inf,inf,inf,-inf,inf,inf,inf,ML
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,-0.04398623259338785,0.16839890028079185,-0.12527540525590422,1.1230923083612332,0.08478015060265118,0.2591966895713906,0.7089833666300029,0.8572638855942255,0.3090512405581607,0.4163692251227233,0.5487421450004432,ML
BRASKEM S.A.,42.150.391/0001-70,-0.03543320862249447,0.021650088839370855,0.03208823611330319,0.09400430754528681,-0.011696701044326378,0.11191852727904973,0.06848302225209985,-0.07412858039040075,-0.1676517999997695,0.20420816761646343,-0.004929828764756391,ML
BRAZILIAN FINANCE E REAL ESTATE S.A.,02.762.113/0001-50,-inf,inf,-inf,inf,inf,inf,inf,inf,inf,1.2346262057877813,0.8326527344062775,ML
BRB BCO DE BRASILIA S.A.,00.000.208/0001-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18740170871057252,0.20461773064999947,0.055401715162114853,ML
BRF S.A.,01.838.723/0001-27,0.05706350377506892,0.03740807394420946,0.08579565117556456,0.11641077339862457,-0.01293636338750318,-0.0440458341645613,-0.1818537842035171,0.010353138048415459,0.04246257941531472,0.009958930614729241,-0.06790359431500942,ML
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,,,,,,,,,inf,inf,inf,ML
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,,,0.002158777222373307,0.015501875030438806,-0.013658589721865847,0.006568866595664274,0.07109319954323477,0.07537033471910755,0.08990307238636677,0.06441268160283901,0.12559858242500588,ML
CAMBUCI S.A.,61.088.894/0001-08,-0.05556357534036468,0.0014407591190040915,0.06101934504332347,-0.13098873830883756,-0.16257565650122463,0.21494443244281222,0.07668464418785666,0.09988880377572958,0.15519075633212387,0.13132293867915548,0.14724520193894602,ML
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,,,,,,0.054646309731566554,0.07514630393144693,0.11195547571198854,0.06107709980886325,0.0861604470072729,0.07217310402927625,ML
CCR S.A.,02.846.056/0001-97,8.518112077153503,11.504388526279628,11.999919194821286,6.957740592499719,20.636085700820512,20.602095505359525,8.516010176331257,15.091709425924178,1.9281943617332673,5.6021566858873175,15.888425876093676,ML
CEMIG GERACAO E TRANSMISSAO S.A.,06.981.176/0001-58,0.41368674821355755,0.3463341474616138,0.27077662084040155,0.31397733936380723,0.010757593697443215,0.05992051416021579,0.09567755929045631,0.1248383606352498,0.16678425185404058,0.12624790621221513,0.2999571953273867,ML
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,-2.473985254450638,-2.116204254448239,-1.0763880750723558,-5.782675286859251,0.9932027674819423,-0.39097765860950845,19.82928047270748,29.18525066502967,21.33979719629944,4.133868540991708,9.62450327093278,ML
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,-inf,inf,inf,inf,-inf,inf,inf,inf,inf,inf,inf,ML
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,,,,-0.15726973724731766,0.17574792671625122,0.07662976488071238,0.43109400036563467,,,,,ML
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,0.05517443114379996,0.04877296371793272,0.05708121713335431,0.011796127309147563,-0.01888196811219493,0.023816852635629087,0.0455395655991144,0.030611849498198163,0.07783254750678668,0.031230529595015575,-0.010308042670502218,ML
CIA CELG DE PARTICIPACOES - CELGPAR,08.560.444/0001-93,-inf,inf,-inf,-inf,inf,inf,inf,inf,inf,34.96376364010706,70.40635915808329,ML
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,12789.476047904192,9669.330218068535,9771.461059190031,8453.767123287671,502.7578947368421,3079.8584615384616,440.212066286898,16.7718577549915,8978.401253918495,7.9404128407354255,1.9313092633458742,ML
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,0.12059837008601852,0.09186615193051062,0.110348565730607,0.1850015325482272,0.06354250853345057,0.2433637975473512,0.23571183219217293,0.18653103185961764,0.04532294514697218,0.2799487722809442,0.34914748963429565,ML
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,0.04605058750423681,0.03480308849308836,-0.024772345185715354,-0.36974162709818803,-0.43332643434583695,0.20754139334594748,0.1272740126307852,-0.04389995023021651,-0.10922916112657217,0.002350356542337101,-0.019862610489228823,ML
CIA INDUSTRIAL CATAGUASES,19.526.748/0001-50,0.026846787000612396,0.02825279202820529,0.06081230808192725,-0.029322736112285447,0.009449029851515245,-0.061955129295196636,-0.023005024215814966,0.041164414884907886,-0.05190813938989416,0.0751895247897955,0.0700058317402599,ML
CIA MELHORAMENTOS DE SAO PAULO,60.730.348/0001-66,0.8753372908796546,-1.772066458982347,10.505177282711013,-26.712234910277324,81.27827827827828,15.547085201793722,1.6638267660631878,-10.801299084735755,-17.69980632666236,-6.572266019809986,0.0877233696913437,ML
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ML
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,0.1391246309580647,0.113005536206619,0.07739800095123289,-0.0030419504171529054,0.10831587366769736,0.1303141441482709,0.12394509063283961,0.14810924493487798,0.15437432394336636,0.09220739481396331,0.13797281417182397,ML
CIA SIDERURGICA NACIONAL,33.042.730/0001-04,-0.039482014999694094,0.03654312418890274,-0.007991940155165989,0.13805615781513622,-0.10386175869438767,0.0009889440826831193,0.39633157082206133,0.15421122232943146,0.26749757427327425,0.4934423589989647,0.06417840544459649,ML
CIA TECIDOS NORTE DE MINAS COTEMINAS,22.677.520/0001-76,-inf,-inf,-inf,-inf,-inf,inf,inf,-inf,-inf,-inf,-inf,ML
CIA TECIDOS SANTANENSE,21.255.567/0001-89,0.08617242557725892,0.09186410312999001,0.0023595466914677413,-0.06298979344518353,-0.008603029312411463,0.047651017936030465,0.16411761747344644,0.022976600875814983,-0.007934244028187168,0.045120353678856,0.015088309914129586,ML
CLEAR SALE S.A.,03.802.115/0001-98,,,,,,,,,0.061214077569882556,-0.18259137287188684,-0.0803936710673024,ML
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,inf,inf,inf,inf,inf,inf,inf,inf,-inf,-inf,-inf,ML
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,,,,,,,,,-0.19341866873685243,0.10063059368127686,0.11451995352930562,ML
CONSERVAS ODERICH S.A.,97.191.902/0001-94,0.024826345417281067,0.044819760448197604,0.017968401192516525,-0.0031142074704707326,0.11426963710936794,0.05170614913275275,0.043570003475747764,0.04951817437635536,0.20596858620588016,0.14559804364229198,0.15320609021611936,ML
CONSTRUTORA ADOLPHO LINDENBERG S.A.,61.022.042/0001-18,0.38596714631351076,2.852189781021898,1.1587941094748542,2.7156954012288215,1.0288649706457926,2.7152122641509435,12.88659793814433,-224.23636363636365,inf,35.221698113207545,inf,ML
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,-0.20784990441387943,-0.17880867632888242,-0.4511142181045712,0.15662694169365796,0.3163729169458964,0.38377639483434656,0.6410513277621839,1.1498479487257798,1.2370974216458237,-1.361895075251074,-3.8433190078930366,ML
COSAN S.A.,50.746.577/0001-15,2010.6743827160494,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ML
CPFL ENERGIA S.A.,02.429.144/0001-93,844.2995867768595,568.477258944815,15560.27868852459,747.571305099395,525.9106830122591,1179750.0,2058040.0,1170.4941533131225,-913.9862017059709,105512.17777777778,56662.066666666666,ML
CPFL ENERGIAS RENOVÁVEIS S.A.,08.439.659/0001-50,0.2870149202063212,-1.0103523095027949,-1.4577247639859385,-0.8353841904995704,-6.212211680026174,0.09176555195972672,0.7311954601424059,0.23592145066739587,1.346230027281468,0.9440150815724939,0.7691872262337079,ML
CPFL GERACAO DE ENERGIA S.A.,03.953.509/0001-47,0.595667134128963,0.4078227221888369,0.020279654954558527,0.3609064977274535,0.5989277028025746,0.7915396905135322,1.0614297604325205,1.1113321027078484,1.9474103313729283,11.2504550956856,7.900544110879511,ML
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,0.3309666325306813,-0.09041111552863465,0.20038552866463596,0.013701499781182527,ML
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,0.3198568673420772,0.29228234257766617,0.33461184346321693,0.2225269737676249,ML
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,0.017422770995190528,0.0943649138132281,0.09914841427670647,0.12636894784476063,0.07921127773170861,0.3207487431684288,0.3179532808959438,ML
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,0.4466605098833318,0.03882223451932842,0.38883205938140936,0.4630827320990703,0.6502128745606199,0.5398428598650622,0.6840884294855598,0.673314251465806,1.3187955364607507,0.7436648899936809,0.5536639799821486,ML
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,3.2708554620475527,2.8232443820224717,7.429559311951619,9.406204556471158,ML
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,0.03452271217512655,0.18663123945121238,0.22279277103276637,0.2385539079407416,0.23707401409258633,0.27139246643837694,0.2322033184789603,-0.0032466857442719366,-2.8678210228634424,-0.9098328717409989,-0.5979766736658545,ML
CVLB BRASIL S.A.,16.233.389/0001-55,,,,,,,,0.017277789965296407,-0.0885158731803264,-0.15060546825416973,-0.13990130507752813,ML
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,283.325321888412,89.31809145129225,36.23063862416475,22.071072995219083,12.625291958625292,-15.048946618089657,-15.20054054054054,27.03601846433912,46.34572549432611,54.764973646382366,35.21769418321143,ML
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,-inf,inf,inf,inf,ML
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,0.16340267413882376,0.10639781485699196,0.14406118073779597,ML
DEXCO S.A.,97.837.181/0001-47,,,,,,0.056021776600154664,0.11565912405511894,0.10862141140556424,0.10655207495169712,0.2852138682077256,0.12321577321520266,ML
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,0.05339095753014804,0.07377567309253691,0.036860201875776606,0.009195266482398361,0.03396640145018156,0.04471343100396098,0.05926927437587054,0.036102157848748054,-0.042469028716906,-0.048343259353332176,-0.08116838300541439,ML
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,0.031045830249401392,0.032474950415618056,0.026600795668768114,0.02286790435974364,0.02500133113629092,0.026622620635001905,0.030954059753199765,0.028306155662282173,0.019975979445919244,0.024675946839188483,0.021698856214324234,ML
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,90.26795026073005,67.77457677457677,3.874033232344141,12.975863154580754,-1.6383977900552487,-14.586689662169016,-1.180606337599025,0.7387235043709057,2.6953588710638603,3.9614544009537056,9.099267346645597,ML
DOTZ S.A.,18.174.270/0001-84,,,,,,,,-inf,-inf,-inf,-inf,ML
DURATEX S.A.,97.837.181/0001-47,0.14150965488426095,0.14399340187181453,0.1106993374470997,0.0524586948920977,0.007407901699155732,,,,,,,ML
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,08.873.873/0001-10,3.9902992511863076,3.7879584064358767,2.221000756027217,1.9007273706896552,3.102093761445489,3.6104369002406287,3.5875745363701017,0.6079565399080652,1.685535483975633,1.4807323077136736,1.453419929698878,ML
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,inf,inf,inf,inf,-inf,inf,inf,-inf,-inf,inf,inf,ML
EDP - ENERGIAS DO BRASIL S.A.,03.983.431/0001-03,192.25886325267305,378.7983870967742,94.83443877551021,330.7042842215256,114.53642611683848,107.77787563854149,247.2480574980575,288.7043590850237,533.6224345364473,724.5347198926535,232.14477272727274,ML
ELECTRO ACO ALTONA S.A.,82.643.537/0001-34,0.04191900230162746,0.051096954475141794,0.03951554063913614,0.0008319864699905208,-0.014028737243705762,0.18198768459743359,0.04959892452654468,0.06577232027853022,0.10048846902580884,0.09396509786467659,0.07551104952644887,ML
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,0.06107176030885855,-0.4617041744008021,-0.048424383041552416,0.09624958513109858,ML
ELETRORIVER S.A.,01.968.293/0001-68,,,,,,,,,,inf,inf,ML
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,02.302.101/0001-42,-0.7177452165790876,0.3234076978126264,-0.17976598589032575,0.3507464875487637,0.30886599328112535,0.6673126253178453,0.3551793267767363,0.22816973566242033,0.47930964535650294,0.3099323564435036,0.13842728369910104,ML
EMBRAER S.A.,07.689.002/0001-89,0.06820862146136838,0.07293385920480618,0.07339657364951586,0.01597343057419828,0.035523262936634964,0.06037439364849981,-0.05126481039816864,-0.2328677853353088,-0.5979326756209604,-0.04506932537622823,-0.06589409183187186,ML
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,0.03421520677981442,0.030543085283260774,0.02758756636906788,0.006681498604484825,0.007527321928650031,0.013679805675316513,0.014887470876934532,-0.0010813970435274377,0.014002057595168151,0.021843981239813993,0.03150301642293294,ML
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ML
ENERGISA S.A.,00.864.214/0001-06,5.91156296431988,3.7349940644012465,4.9152340395703,5.64159461054971,2.3064549791293976,4.405457413249211,6.8490440010019205,2.146618898343036,6.722860411899314,11.88322454418189,7.1065249440086795,ML
ENEVA S.A,04.423.567/0001-21,-inf,-inf,-inf,inf,-inf,inf,inf,0.8202770765380588,1.290388100223473,0.8092410597588623,0.522332728675382,ML
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,0.4287112761726685,0.40959285196426665,0.31209147670728643,0.370515739224081,0.36313270288442695,0.4547241869419539,0.4730792635750424,0.48798163608443496,0.7078488699460488,0.37207212330411515,0.5827571583126759,ML
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,-0.3867019393781322,-0.39098320499453565,-1.119135104578858,-0.4788662428636223,ML
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,09.527.023/0001-23,,,,,,,,,-18.833333333333332,inf,inf,ML
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,inf,79.62529002320186,inf,50530.125,inf,inf,inf,inf,inf,inf,inf,ML
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,0.22125559842080098,0.713871416062147,0.47707988500740484,1.6344688131902319,0.7367635765222161,inf,inf,inf,inf,0.34493094465901103,0.2756734651054987,ML
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,2.756375457305625,3.797484327386466,3.7976108085336864,1.617430709578593,0.031024746719813985,-7.4491176991324535,-4.345799194180795,3.7882910084861585,0.5642267050912584,9.696862942459319,3.3633200154659106,ML
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,ML
FLEURY S.A.,60.840.055/0001-31,0.0730810131841746,0.03707134944853465,0.05140014197610369,0.05691222433414717,0.10973185494896427,0.1353484456910024,0.12841042696462124,0.11212044735167107,0.09298591610456533,0.10160155001261577,0.08294868306560023,ML
FOZ DO RIO CLARO ENERGIA S.A.,07.823.262/0001-03,,,,,,,,,,0.4200334337974205,-0.04773863130288485,ML
FRAS-LE S.A.,88.610.126/0001-29,0.050477659570126794,0.07721379475410216,0.08249936294989944,0.09627209377451659,0.11073575772192458,0.10732234395416625,0.13847299725365622,0.05292372407183704,0.2312213300992683,0.18244241776712136,0.14537632210779272,ML
GAFISA S.A.,01.545.826/0001-07,-0.10349631747826231,0.6666730712476329,-0.03716650900009696,0.06723702249332136,-1.726746860651821,-1.9347271800101988,-0.5040392729789218,-0.038109870240079426,-0.18543218073827797,0.38758085134799947,-0.5770442215099418,ML
GERDAU S.A.,33.611.500/0001-19,0.9004540062833257,0.8532091013654203,0.8035339218811842,-2.8916415395699357,-2.3501019040240503,-0.2782442798330968,0.7342228647040377,0.3914719745084144,0.8870951472984197,2.579413880922962,1.3418180191096858,ML
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,-0.021288810218628905,-0.6567470168975734,-0.27781089990881674,ML
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,-inf,-inf,-inf,-inf,inf,inf,-inf,-inf,-inf,-inf,-inf,ML
GRAZZIOTIN S.A.,92.012.467/0001-70,0.12905158898355867,0.14891487062049538,0.15047609134513817,0.1278253046498679,0.16765240406857368,0.14538772767099192,0.11704399548110901,0.27169560399762693,0.16298234065402079,0.30151282091121434,0.1838823607535608,ML
GRENDENE S.A.,89.850.341/0001-60,0.23852834047152666,0.20374968218452144,0.2266543193837701,0.2545808320455492,0.31505995649188107,0.2977715644012572,0.2539306273651635,0.24252690461338844,0.21631706957704552,0.25958233075351245,0.23180073266769965,ML
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,0.29739377695348446,-0.09668878764553732,0.2601641397157538,0.21282237203850748,ML
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,inf,inf,inf,inf,ML
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,0.44628045698603114,0.46363021052654785,0.4612995867510523,0.33363532610456,0.30555726618760415,0.6715947589120751,1.1591536321286586,0.4971328822669859,-0.03097183631942258,0.3496390398676531,0.03554956147789881,ML
HAGA S.A. INDUSTRIA E COMERCIO,30.540.991/0001-66,0.34950441149034156,0.1152720925845828,0.19747706951261548,0.14849577273670736,0.16862058095553045,-0.08054608854021088,0.3659392870561353,0.14077041439283886,0.21805099238114165,0.23850550526352124,0.301644771426991,ML
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,38.43989264020342,15.032425485640848,12.955311040078682,14.151017053626465,-26.83489339573583,-60.552987267384914,-54.75044162518066,-18.250832019618148,3.5839978375456143,53.05780346820809,7.73530303030303,ML
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,-inf,-inf,-inf,-inf,-inf,inf,inf,inf,-inf,-inf,-inf,ML
HMOBI PARTICIPAÇÕES S.A.,40.159.947/0001-64,,,,,,,,,-inf,inf,inf,ML
HYPERA S.A.,02.932.074/0001-91,0.05203984992858056,0.05932659112553027,0.08442122837661853,0.18607891283799324,0.34632202351362174,0.2565692318573379,0.29382543153621193,0.3429532742220841,0.30831896227466166,0.21987654127123316,0.22190689336862504,ML
IGUA SANEAMENTO S.A.,08.159.965/0001-33,-1.350687052448229,2.1540271686811425,1.3766428839654525,-4.504398410896708,-4.928703703703704,1.9059318582869553,1.307193207305351,15.111785714285714,-2.054734721289456,-16.289429809936646,-190.55510585305106,ML
